"","M19","M6","M14","M37","M29","M31","M18","M32","M33","M27","M34","M38","M26","M2","M3","M17","M28","M11","M35","M5","M4","M24","M23","M16","M8","M25","M9","M1","M30","M12","M21","M15","M7","M20","M13","M22","M10","M36"
"48",0.0504607332231013,0.0343252247606552,-0.131049552407692,0.146350304076172,0.257284352309284,0.259989063700328,-0.0938239002882023,0.109968166809048,-0.00592337467020433,0.248386946566303,0.195138906605039,-0.0251433410679525,0.169303178232753,-0.0578756348350711,0.0555069713744585,0.157429139651673,0.289786600060652,0.162819786125727,0.15372454050862,0.175345412796071,-0.0317334049422312,0.0860727925744277,-0.0116562095972778,-0.111744515708279,-0.0825220420555461,0.14972523782919,-0.085655603732646,-0.0292572927552332,0.170860268351546,0.0904114895673287,0.142539898047278,-0.0563851747234373,0.376589608358619,0.0530840047993751,-0.046695027443903,0.208044752842396,-0.0539235866442634,-0.125131734451438
"12",0.310364545922061,-0.253260158958751,-0.0307910328260355,-0.292345183483698,-0.20637373326617,-0.226074495150543,0.00439720518794356,-0.270735656142761,-0.348567496306226,-0.222259398638297,0.0660402806420885,0.267984279198977,0.0963921876476734,-0.200062775894166,-0.327569149286425,0.218603632698763,-0.0434435442008744,-0.0852366898143214,-0.299617161994025,-0.147031924691461,-0.152466172757008,0.103143932676654,0.174161385366646,0.260533689721937,-0.143111028123668,0.0678568639364166,-0.113043037867607,-0.127987044112724,0.0906116629279636,-0.111686635833663,-0.129107779188044,-0.00869274558702205,-0.278660873400185,0.212898525393281,-0.0925035979685108,-0.00766749761154848,-0.225659360012078,0.0130926945117593
"14",0.132762053056936,-0.153057454502553,0.356809192874564,-0.457971286752533,-0.293178118300535,-0.354366137583462,-0.0167740835208678,-0.298381068209018,-0.240800905730759,-0.178872700434781,0.0193331219542383,0.204026306832855,-0.169630989224296,-0.163641229260907,-0.261188715011639,-0.0627196817568959,-0.134303176594916,-0.0786513387488003,-0.267563214871626,-0.0916010932733774,-0.103675621470114,0.07969657956968,0.270270815095117,0.214798487543414,-0.110337021505662,0.0507769432915479,-0.0620283462665853,-0.0984997808542764,-0.187391895797325,-0.0934408671300464,-0.212005275244755,0.0266454672973876,-0.123739138363748,0.128405786888284,-0.0327141152895644,-0.016457799914833,-0.187926596331956,0.00425573298479997
"35",-0.0576897507798043,-0.0865433196112124,-0.0498540494677321,-0.0372518288990929,-0.055975472547488,-0.0875256555683903,0.343483912283914,0.157413377575368,0.168278712257791,-0.0783061189932456,-0.116560859266947,-0.17739493434814,-0.270819135414233,-0.0767470006978968,-0.067483804532033,-0.201784355546596,-0.286991486477802,-0.115616512936103,0.0608316051253747,-0.183163664452308,-0.113399661698036,0.101458371337582,0.00574377346046612,0.193202339210255,-0.0468597229145658,-0.0413119585671054,-0.0574167754128538,-0.206606521823962,-0.221387566190409,-0.176347658288329,0.173640106737498,-0.0506897705267326,-0.206271980545821,0.112559066489554,-0.0669490512179951,-0.0469257946140063,-0.0637200068377418,-0.130668131489263
"50",-0.0447848977355749,0.0908559994658794,-0.0406697469674763,0.138033941906142,0.0551402736019705,0.0304231114041273,-0.0140801530436147,0.0886540425920178,0.115716263535473,-0.0459877604082042,0.0763560019974408,-0.0599153134523704,-0.116214103688679,-0.00552471117613067,0.0395158670251524,-0.046057784793055,-0.0785905218761361,-0.100804244988252,0.0338850132507428,-0.0655081531645449,-0.0410361128788842,-0.0587908654501616,-0.116105720690197,0.0562659663330241,-0.0332583224001308,-0.116204741032848,-0.0679021235000844,-0.153123635527148,0.0477881716410659,0.198647069321744,0.00419916911074574,-0.0512374656224282,0.0268911765748634,-0.00628332223007659,-0.0455659173557771,-0.0647796755603514,0.00139560435990628,-0.124378419134624
"6",0.0177872321520181,-0.0647167006673992,-0.0533102434805893,-0.0587244780821476,-0.0636994588469892,0.0948095962077794,-0.0746368724140873,0.140637948808017,0.0558010125535147,0.210287940009145,-0.0190946476818473,-0.120595256052197,-0.0388164553113949,-0.0980825529472518,-0.0611700444288953,0.0293409952679729,0.0593366316883004,0.424546624823588,0.103330560373252,-0.0284686420031802,-0.126462377825099,0.328015357577782,0.17318806162718,-0.0663225366290327,-0.0748818188954855,0.390488352204444,-0.100054821873776,-0.144402836551581,-0.186359991841559,-0.117693772962406,0.184933633134997,-0.0236683975911275,0.0800562921195449,0.149509066185426,-0.0297858006083623,0.19834860018929,-0.0878586226725914,-0.121527940607755
"21",-0.243666242112605,-0.0690107156745344,-0.00762573896672725,0.136885938793181,-0.0503455897623978,0.139923160212448,-0.0656620237436567,0.0432780545944543,0.280855950354062,0.170542873355306,-0.166418851000483,-0.15020564474244,0.123443497499802,0.206699034390951,0.176879062449552,-0.0556131670113605,-0.0595475603520147,-0.00535513917056639,0.196384654043727,-0.133971855494339,-0.011021151958952,-0.0461493777793154,-0.0194280555189483,-0.11605412528726,0.587401361760282,-0.0998552975481222,0.22610999545077,0.0680610426053763,-0.224992781550106,-0.12551199238408,0.0260586924685928,-0.00794866557673049,-0.0806969108447452,-0.14353831786524,0.117908189812496,0.0257777286082291,0.426198207304275,0.623109728282215
"30",0.0849043297751339,0.0142556377381752,-0.00895500182968105,-0.00445568055622913,0.0186894678543737,0.0764728696054445,-0.0247757509492396,0.119327755263404,0.0755349175904209,0.152061475883629,0.0559909799751792,-0.00729496037238686,0.104681110461726,-0.120753506685564,-0.0686369817961618,0.102272563558237,0.0191146418357431,-0.0795505435483061,0.104886543029507,-0.129600548538842,-0.126168215007896,0.195759430669638,0.135809115445867,0.280376731217361,-0.0807728260506514,0.0698594679693807,-0.0588321139177919,-0.157274136270185,-0.00425603600331568,-0.0169374769707189,0.178613961539463,-0.0125340953976767,-0.058845421528478,0.172956756863304,-0.0438531502006737,0.229852934956282,-0.0742585432731202,-0.0474565497933343
"42",-0.117304660689304,0.255355278356037,-0.0118486564746532,0.148923117612423,0.0749213029140952,0.121461735761852,-0.102605731400823,0.200480039712213,0.231640987923391,0.0489751961708563,-0.0134157448547752,-0.00845634900664646,0.0658391296686938,-0.0116355623950561,0.127862866249202,-0.0376605461677296,-0.0989552054632783,0.16787208750285,0.156223591058394,-0.0306493546556976,-0.0509053496603105,0.0631066114645614,-0.224137750627188,-0.123360131413717,0.0284541147008551,0.112806590864628,-0.00944164138822274,-0.0480783634987734,-0.00451937983813878,-0.047680866497088,0.0385435779233097,0.00841536580401524,0.141573998719688,-0.0273822126692971,0.00173823853087231,-0.0300621421443613,0.0450234641696504,0.010106362170474
"75",0.104892758017161,-0.0266391000072745,-0.036591299207229,0.0960293311977977,0.129409365657527,0.0181387826445388,-0.0593126866807678,0.106948888165252,0.0416054609781989,-0.0356895398601627,0.189078360002314,-0.0412823759621107,-0.0228016594621393,-0.0893156678141435,-0.0769811149409234,0.100971078939079,-0.000449960577208752,-0.103836467868586,0.0450030136643847,-0.111625836651932,-0.122964368063462,0.0442554705611219,0.033546218981136,0.16628263338661,-0.0630075787554731,-0.0384426031378839,-0.0585760814339562,-0.0293773548774407,0.192369255528848,0.00307606208275405,0.124251920502409,0.013715774934261,-0.178436582116066,0.124346084028213,-0.064544867653037,0.0138607689145206,-0.0978397881176668,-0.0376585034925204
"16",-0.355603763397052,-0.176836789781896,-0.0454087883964385,0.0347966483193802,-0.197639979190914,0.0158582224478713,-0.122714525360735,-0.0514825196900716,0.14949784903393,0.0650106247781735,-0.397029763283737,-0.168654068520526,0.0866524311685269,0.253532520918265,0.224575423617865,-0.140783691671717,-0.123629682466246,-0.111318805142751,0.103820016659066,-0.0678882174902147,0.0314857985080528,-0.171225530195551,-0.0919569128889704,-0.154023430163347,0.543473670835088,-0.212229653694007,0.8493306208365,0.334292823799238,-0.424649450786147,-0.339986761587499,-0.0848018875801255,-0.046649357800168,-0.102518726539465,-0.306801994502464,0.15713437878119,-0.0765631793154327,0.4633231104873,0.308237496085217
"19",0.116757022764157,-0.125401832463381,0.529373083862539,-0.258005564150842,-0.261212866910486,-0.430739542934539,0.0842306665590199,-0.430145893418289,-0.361649646857083,-0.387778115549895,-0.181290823114187,0.223225119453463,0.0450764542263904,-0.0626742395893082,-0.244556554409898,-0.0169134825258405,-0.191298564513212,-0.0811673240476667,-0.397610618265666,-0.0583447329189004,0.00735611150765102,-0.149975585290096,0.0514752088983584,0.0624457188760986,-0.101326597391492,-0.123660769395365,-0.0691777225778296,0.145368729986972,0.00248111692071071,-0.0518031697878409,-0.417035162777604,0.133943420957531,-0.245488169594131,0.00855209981696945,-0.0259142726363619,-0.293825177740296,-0.170754094362627,0.223381751572968
"45",-0.017566762201009,0.294543027965282,-0.0659853981024811,0.0769849490538154,0.134525270883772,0.106795859271537,0.0698979480643646,-0.0969208036293756,0.00577476762468748,0.0891999603145437,0.113009462597692,0.194983354890757,0.0362384543782932,-0.0619242485953983,0.151567602592048,0.0313581712842221,0.152694802427884,-0.114870460471068,0.0276228519334592,0.0675778830006742,0.0337490715086136,-0.20407452087363,-0.0637080383771572,-0.115019494507833,-0.066472399613041,-0.150457443762451,-0.0305207200592568,0.156708285416872,0.144610559360094,0.116302895701083,-0.0862057724137668,-0.0637490803812877,0.173425359224253,-0.156453996366773,-0.0308698901297068,0.03137012871319,0.000136354279794861,-0.143176055170789
"8",-0.0814796759802314,0.329021124584662,-0.0716183516847399,0.139702485850483,0.197103526456317,0.166923672815336,0.00886854100859882,0.0189480972284642,0.127685123826727,0.145916389843469,0.273889469607765,0.0767650851243624,0.0381718049162221,-0.00403131578910364,0.20155665632446,0.0224013007709098,0.16393401497922,-0.0977543538874616,0.164747595185576,0.0275982515368258,0.0385679986712453,-0.167532902909271,-0.0822496387679722,-0.111040818529488,-9.6743065939392e-05,-0.153762054034505,-0.0199775761601411,0.0676956711017521,0.199686301565844,0.242774018542271,-0.0603790009004205,-0.0374991150845968,0.167309926729595,-0.149315371887465,-0.0351896837461501,0.0163892154963597,0.038444842459562,-0.0696022311375552
"1",-0.104600570917657,0.287267888993518,0.00466992354748782,0.21456737965954,0.217381210955606,-0.000703410081621582,0.0518690045802412,0.0150542758794031,0.125926735761217,-0.14877507206618,0.361143705634985,0.0139804812426026,-0.319388033511888,-0.0757544744082423,0.108540829849509,-0.257318723456013,-0.0906341399499396,-0.119740788218713,0.0992205718120287,-0.0660240045834507,-0.0481370956386302,-0.164344554073243,-0.284617881216823,-0.0811694232394909,-0.0490071848281639,-0.148762140126077,-0.047813751345403,-0.0550390270114703,0.265376749035361,-0.094411668515408,-0.129914266869586,-0.0343269202824184,-0.0529417130053479,-0.113595021398589,-0.0214810324083844,-0.168722658875271,-0.049119900523868,0.0797825876467224
"34",-0.0247743552611623,0.0643517869950891,0.0920624708366676,-0.00363769671687497,0.0176586668980522,-0.00913189026442881,-0.0995506610661128,-0.0596389834146775,-0.107486315611096,-0.0876556377033322,-0.140282201597237,0.154522836965524,0.0662660721506721,0.20367321411439,0.150951668000499,-0.0118729400749826,0.0828232970831919,-0.102953428414803,-0.135646314874189,0.455037592569577,0.316562432311127,-0.254156833185225,-0.259011327261048,-0.168164327953139,0.0539724379642247,-0.160436131226031,0.0871161268222539,0.314560413367828,0.0642370127821799,0.31305469474796,-0.123947571137912,-0.00578992096665113,0.0668347448894551,-0.268704706424763,0.0368513284511974,-0.199629371025527,0.133394463570444,0.111502898141475
"9",-0.232319876988561,0.213402391880164,0.107108344439382,0.130850178408448,0.020412569890717,-0.0544243592357216,-0.034253546261704,0.0436243933548215,0.168552674555261,-0.173724774924713,-0.0163953955452186,-0.029965905393481,-0.208810975520828,0.0470285717280204,0.169785716949705,-0.250060906294386,-0.244810314991077,-0.100729402906436,0.0265075865827299,-0.0698955531347119,-0.0290063443429413,-0.199873582095691,-0.265264178784835,-0.130598808312573,0.107221209137558,-0.16667485703056,0.128235988193043,0.109201752779975,0.0186731768076751,0.0262906212730206,-0.168581103882397,0.0239874157067779,-0.0536585574299665,-0.185280418690957,-0.0108657153253788,-0.265730481263022,0.113183966405231,-0.0716165926855224
"18",0.207243621740692,-0.0561099583471624,-0.00839312130858489,-0.163182161746832,-0.0983514747728421,-0.120243183553262,-0.05816585566175,-0.17442616292671,-0.246310809629753,-0.197458199067326,-0.139827899306409,0.267975865276435,0.0975169603638005,-0.0969421228082002,-0.17245950753165,0.133904529706345,-0.0149871648890032,-0.0918238317662713,-0.255526810886959,-0.140435583706764,-0.099730096706725,-0.0633952935829147,0.0555857342113343,0.121903756471639,-0.110398620727302,-0.0514452470605044,-0.0810788782262994,-0.105612916496501,0.0808931281215692,0.030702376194622,-0.108341873195665,0.0847927855130636,-0.171433645501978,0.0770572266784709,-0.0615908574687293,-0.0964988615503826,-0.136171347264022,-0.0230570227293288
"2",-0.30076143468207,-0.0519136545582125,0.0195118488845801,0.0108146784183738,-0.131784103401779,-0.231482554166281,-0.180121106377857,-0.154181329959224,-0.0653748836002406,-0.236339596734484,-0.189936207649258,-0.224682852911247,-0.349178233940379,0.382968043098423,0.147001369826732,-0.400357951820556,-0.219691826057717,-0.125834496290781,-0.153754701782671,0.173852499874205,0.492948787208861,-0.275640956235684,-0.144254732053826,-0.198756382746939,0.0205362839102208,-0.192806290284471,0.0994587607062303,0.248694677114854,-0.173563745898967,-0.0233988984715356,-0.230587060533197,-0.055536205167548,-0.106371205843884,-0.327149192136279,0.0538167532510694,-0.289362189394654,0.152643413944213,-0.0116031301934522
"40",0.0821426974973216,-0.0963528519983662,-0.176370361788894,0.038459845480007,0.123610925694869,0.170028618642416,0.195239732951801,0.117625571701523,0.0103236045218063,0.239633607009509,0.109350509580375,-0.0415833755955925,0.141237931486984,0.0734803423357122,0.0349175972827131,0.182799707314936,0.222020685470501,-0.0503989796922962,0.122035744326537,-0.00749316750159258,0.0179522621068038,0.0554404096320488,0.0394582633667476,0.139739632488547,0.0866677390126163,0.0172406101413668,0.0541810671062784,-0.031109203398976,0.0561558156600135,0.0841236437718365,0.201741623891246,-0.0730791809541951,-0.00545650971490019,0.0902675245848554,-0.0217967584470918,0.248754157362284,0.106160530640113,-0.068635324802601
"33",0.13891482786892,-0.1948602621537,-0.135979561353833,0.116111689300924,0.217941791080524,0.0018793080725355,0.0740435136556913,0.0906017682117433,-0.0572114553696777,-0.0505758406046005,0.11954596624301,-0.0481080207772925,-0.0377530307205284,-0.102803305072079,-0.104127244143179,0.102337876516531,0.0270421785409296,-0.111033081870548,0.0290722672237802,-0.0305624359253528,-0.0899962512962932,0.0194964702746205,-0.0893303766443955,0.15865545112986,-0.0991127713276973,-0.0487631018296332,-0.0629095277394717,-0.0174617627556298,0.187262685135102,-0.0875253715801603,0.11391763537882,-0.0586960473368998,-0.0939702586905943,0.151975805080082,-0.0838680224978998,0.0388805455443261,-0.102811512988485,-0.138744396416042
"17",-0.0429135876302991,-0.173519090316455,-0.0571574571113784,0.0893786969951409,-0.0135301731496522,0.027789946648468,-0.0383589366103897,0.129490681187543,0.059618435812582,0.00535638424244114,-0.152246062476514,-0.133160527592829,-0.0974893354975713,-0.0306642704781055,-0.0383173576857281,-0.0572232839970168,-0.100760006391176,0.304371817831487,0.0963312140678023,-0.139211221838132,-0.103680347013099,0.208860228657162,0.000169502075558582,-0.0397191138406616,0.0521279262404575,0.251295626333626,0.0483363914876051,-0.0627314486695034,-0.0828222057003697,-0.179468279262809,0.130144552439974,-0.0418282020378146,-0.177351758110343,0.11657150744557,-0.055406100647912,0.0068153429686715,0.0308043861550657,0.0139924343111095
